course_level,ERM_SCORE,sat_new_math,act_math,hs_gpa,Compliance,course_number_updated
300,,690.0,,3.0,Compliant,216Q
400,,,22.0,3.54,Compliant,151Q
300,,,19.0,3.69,Compliant,216Q
300,,,20.0,3.79,Compliant,216Q
300,,560.0,,3.7,Compliant,216Q
400,,,,2.5,Uncompliant,151Q
300,,,26.0,4.0,Compliant,216Q
300,,,23.0,3.86,Compliant,216Q
300,,,27.0,3.7,Compliant,216Q
300,,,22.0,3.35,Compliant,216Q
100,,,15.0,3.36,Compliant,Combo2
400,,,26.0,2.86,Compliant,161Q
400,40.0,,22.0,1.84,Compliant,151Q
300,,,16.0,3.13,Compliant,121Q
300,,,33.0,4.0,Compliant,216Q
290,40.0,,16.0,3.21,Compliant,105Q
300,,,21.0,,Uncompliant,132
300,,,19.0,3.39,Compliant,121Q
150,,,17.0,,Compliant,Combo1
300,,,21.0,3.162,Compliant,121Q
500,,,21.0,2.8,Uncompliant,171Q
300,,,18.0,3.1,Compliant,216Q
400,,,19.0,4.0,Compliant,161Q
300,,,22.0,3.4,Compliant,216Q
400,,,24.0,3.3,Compliant,161Q
250,,,16.0,3.48,Compliant,Combo3
300,,,19.0,,Uncompliant,216Q
400,,,19.0,,Uncompliant,161Q
400,,480.0,,2.46,Uncompliant,161Q
300,,500.0,18.0,3.09,Compliant,132
300,,570.0,20.0,3.81,Compliant,216Q
300,,520.0,,2.17,Uncompliant,121Q
400,,,16.0,3.44,Compliant,161Q
300,,,24.0,3.7,Compliant,216Q
150,,,18.0,2.83,Compliant,Combo1
100,,,16.0,2.01,Compliant,088
290,,,26.0,2.79,Uncompliant,105Q
300,,,15.0,3.3,Compliant,216Q
100,,,18.0,2.5,Uncompliant,Combo2
290,,,15.0,2.31,Uncompliant,105Q
300,,,24.0,3.7,Compliant,132
100,,,15.0,2.54,Compliant,Combo2
300,,,18.0,3.35,Compliant,216Q
300,,710.0,31.0,4.0,Compliant,216Q
150,10.0,,15.0,2.5,Uncompliant,090
300,,,27.0,2.8,Uncompliant,216Q
300,,,25.0,3.96,Compliant,216Q
400,,,25.0,2.9,Compliant,161Q
400,,,20.0,2.8,Uncompliant,161Q
400,,,27.0,3.5,Compliant,161Q
400,15.0,,21.0,3.91,Compliant,151Q
300,15.0,,21.0,3.91,Compliant,121Q
300,30.0,,22.0,3.15,Compliant,121Q
400,,,23.0,3.76,Compliant,161Q
300,,,21.0,,Uncompliant,216Q
250,,,14.0,2.74,Uncompliant,Combo3
300,,,16.0,2.94,Uncompliant,216Q
400,,,16.0,2.94,Uncompliant,161Q
300,,,28.0,3.14,Compliant,216Q
300,,,18.0,2.8,Uncompliant,121Q
400,,,17.0,,Uncompliant,161Q
250,,,18.0,3.6,Compliant,Combo3
250,,,17.0,2.5,Uncompliant,Combo3
400,,620.0,28.0,,Compliant,151Q
400,,560.0,,3.56,Compliant,151Q
300,,,26.0,,Uncompliant,121Q
400,,570.0,22.0,2.97,Uncompliant,151Q
290,,,17.0,2.51,Uncompliant,105Q
300,,440.0,,2.8,Uncompliant,216Q
100,,,17.0,2.81,Compliant,Combo2
400,,,16.0,3.7,Compliant,151Q
400,,620.0,,2.4,Compliant,151Q
250,,,24.0,3.2,Compliant,Combo3
100,15.0,,,,Compliant,Combo2
300,,690.0,,3.73,Compliant,216Q
400,,,,,Uncompliant,161Q
400,,,20.0,2.5,Uncompliant,151Q
300,,,15.0,3.22,Compliant,216Q
300,,,15.0,3.45,Compliant,121Q
400,,510.0,,2.3,Uncompliant,161Q
300,,,35.0,3.52,Compliant,216Q
150,15.0,,,3.51,Compliant,090
500,,,,,Uncompliant,171Q
300,,720.0,,,Uncompliant,216Q
400,,,15.0,3.44,Compliant,151Q
400,,,,2.41,Uncompliant,161Q
300,,560.0,,,Compliant,121Q
400,,550.0,,3.17,Compliant,161Q
400,,650.0,,3.59,Compliant,161Q
290,,550.0,,3.4,Compliant,105Q
300,,600.0,23.0,3.48,Compliant,216Q
100,10.0,,15.0,2.75,Compliant,Combo2
250,,,18.0,3.04,Compliant,Combo3
300,,580.0,,3.88,Compliant,216Q
300,,,16.0,3.54,Compliant,121Q
300,,750.0,35.0,4.0,Compliant,216Q
300,,,26.0,3.96,Compliant,216Q
300,,690.0,,3.84,Compliant,216Q
300,,,24.0,3.41,Compliant,216Q
400,,,24.0,3.41,Compliant,151Q
300,,580.0,26.0,3.6,Compliant,216Q
400,40.0,,23.0,4.0,Compliant,161Q
250,25.0,,,3.87,Compliant,Combo3
150,,480.0,15.0,2.73,Compliant,Combo1
400,,,25.0,3.71,Compliant,161Q
300,,,21.0,2.79,Uncompliant,216Q
500,,540.0,,2.9,Uncompliant,165Q
300,,,18.0,3.85,Compliant,216Q
250,,,18.0,,Uncompliant,Combo3
300,,,17.0,3.64,Compliant,121Q
500,,650.0,27.0,3.53,Compliant,171Q
100,,450.0,,2.75,Compliant,Combo2
300,,600.0,,3.55,Compliant,216Q
300,,430.0,16.0,3.8,Compliant,121Q
300,,,,,Uncompliant,121Q
300,30.0,,,,Compliant,121Q
300,,,20.0,3.97,Compliant,216Q
500,,,17.0,2.5,Uncompliant,171Q
150,,,17.0,3.43,Compliant,Combo1
500,,,27.0,3.9,Compliant,171Q
300,40.0,,,4.0,Compliant,216Q
300,,,26.0,3.5,Compliant,216Q
300,30.0,,,,Compliant,121Q
300,,,30.0,3.06,Compliant,216Q
300,,470.0,17.0,3.07,Compliant,216Q
250,,440.0,23.0,2.66,Uncompliant,Combo3
300,30.0,,,,Compliant,121Q
100,,390.0,,1.75,Compliant,Combo2
100,,,,,Uncompliant,088
300,,,18.0,3.14,Compliant,216Q
300,,530.0,17.0,3.25,Compliant,216Q
100,10.0,,,,Compliant,Combo2
300,,,28.0,2.53,Uncompliant,216Q
400,,,25.0,4.0,Compliant,161Q
300,,,,,Uncompliant,216Q
300,,,,,Uncompliant,216Q
500,,620.0,26.0,4.0,Compliant,171Q
300,,,21.0,2.36,Uncompliant,216Q
250,,540.0,,,Uncompliant,Combo3
300,,,25.0,3.86,Compliant,216Q
100,,,17.0,,Compliant,Combo2
500,,570.0,,2.63,Uncompliant,171Q
300,,,15.0,4.0,Compliant,216Q
300,,490.0,,3.64,Compliant,121Q
400,,,18.0,4.0,Compliant,151Q
250,,,17.0,3.05,Compliant,Combo3
500,,550.0,,4.0,Compliant,171Q
300,,,19.0,3.2,Compliant,121Q
290,,,22.0,4.0,Compliant,105Q
300,40.0,,,,Compliant,216Q
300,,560.0,,2.88,Compliant,216Q
400,,560.0,,2.88,Uncompliant,151Q
300,,,21.0,,Uncompliant,216Q
290,,,,,Uncompliant,105Q
300,,,22.0,3.43,Compliant,216Q
100,,,16.0,,Compliant,088
300,,,23.0,,Compliant,121Q
300,30.0,,,,Compliant,121Q
290,,,26.0,,Uncompliant,105Q
100,,430.0,,2.45,Compliant,Combo2
300,,,18.0,2.7,Uncompliant,121Q
400,,620.0,,2.48,Compliant,161Q
400,,730.0,31.0,4.0,Compliant,161Q
400,,520.0,,2.95,Uncompliant,161Q
400,,,,2.49,Uncompliant,161Q
300,,630.0,26.0,3.88,Compliant,216Q
400,,530.0,,3.04,Compliant,161Q
300,40.0,,26.0,3.96,Compliant,216Q
300,,750.0,29.0,3.97,Compliant,216Q
150,,,16.0,2.8,Uncompliant,Combo1
400,,,20.0,3.61,Compliant,161Q
300,,,27.0,3.84,Compliant,216Q
300,,,23.0,3.74,Compliant,216Q
300,,560.0,,2.71,Compliant,216Q
250,,,18.0,4.0,Compliant,Combo3
300,,630.0,,2.94,Uncompliant,216Q
400,,540.0,,2.82,Uncompliant,161Q
500,,,,,Uncompliant,171Q
400,,,23.0,1.82,Uncompliant,151Q
400,,,22.0,3.15,Compliant,151Q
100,,500.0,,3.02,Compliant,Combo2
300,,500.0,,3.02,Compliant,216Q
300,,,27.0,3.75,Compliant,216Q
400,,,26.0,3.56,Compliant,151Q
400,,,26.0,3.15,Compliant,151Q
400,40.0,,16.0,3.74,Compliant,161Q
300,,370.0,,2.3,Uncompliant,216Q
400,,,29.0,,Uncompliant,161Q
300,,,24.0,2.53,Compliant,121Q
300,,,26.0,3.69,Compliant,216Q
500,,670.0,,3.2,Compliant,171Q
300,,550.0,,3.78,Compliant,216Q
300,,,23.0,4.0,Compliant,121Q
400,,,23.0,2.6,Uncompliant,161Q
290,,,27.0,2.31,Uncompliant,105Q
250,,,21.0,2.35,Compliant,Combo3
300,30.0,530.0,,2.7,Compliant,121Q
100,,460.0,14.0,3.24,Compliant,Combo2
100,15.0,,,3.67,Compliant,Combo2
300,,,16.0,3.51,Compliant,216Q
400,,,16.0,3.23,Compliant,161Q
500,,,25.0,3.96,Compliant,171Q
400,,,28.0,3.7,Compliant,161Q
250,,,17.0,,Uncompliant,Combo3
300,,,24.0,3.38,Compliant,216Q
300,,,26.0,3.86,Compliant,121Q
290,,,27.0,3.98,Compliant,105Q
300,,,22.0,3.85,Compliant,216Q
500,,,24.0,3.93,Compliant,165Q
300,,,24.0,3.93,Compliant,216Q
400,40.0,,19.0,3.46,Compliant,151Q
300,,,21.0,3.5,Compliant,216Q
100,10.0,,,3.5,Compliant,Combo2
300,,,21.0,2.83,Uncompliant,216Q
300,,570.0,,3.6,Compliant,216Q
400,,,17.0,2.81,Uncompliant,161Q
300,,,29.0,,Uncompliant,216Q
400,,,29.0,3.4,Compliant,161Q
300,,,19.0,3.62,Compliant,216Q
400,,,,,Uncompliant,161Q
290,40.0,,16.0,,Compliant,105Q
250,,,16.0,2.67,Uncompliant,Combo3
150,,,19.0,3.26,Compliant,Combo1
300,,,24.0,3.69,Compliant,121Q
150,,,17.0,2.97,Compliant,Combo1
300,,,23.0,3.95,Compliant,216Q
500,,,22.0,3.58,Compliant,165Q
150,,,16.0,3.26,Compliant,Combo1
300,,760.0,31.0,3.94,Compliant,216Q
300,,,24.0,3.0,Compliant,121Q
400,,,19.0,2.92,Uncompliant,161Q
300,,,18.0,3.59,Compliant,216Q
300,,,23.0,3.9,Compliant,216Q
300,,,,,Uncompliant,216Q
250,,,19.0,2.95,Uncompliant,Combo3
400,,,17.0,3.0,Compliant,161Q
250,,,16.0,,Uncompliant,Combo3
400,,,16.0,3.4,Compliant,161Q
500,,,26.0,3.18,Compliant,171Q
300,,,16.0,3.3,Compliant,216Q
400,,,16.0,,Uncompliant,161Q
300,,,23.0,2.8,Compliant,216Q
290,,,16.0,2.92,Uncompliant,105Q
300,,,19.0,3.6,Compliant,216Q
150,,,16.0,3.72,Compliant,090
400,,,21.0,2.34,Uncompliant,161Q
300,,550.0,,2.6,Uncompliant,216Q
290,,430.0,,2.41,Uncompliant,105Q
300,,,19.0,1.69,Uncompliant,121Q
300,,510.0,19.0,3.87,Compliant,216Q
300,,,23.0,3.48,Compliant,216Q
400,,,23.0,3.48,Compliant,161Q
100,,,14.0,3.54,Compliant,088
400,,590.0,,3.84,Compliant,151Q
300,,560.0,,2.89,Compliant,121Q
300,,,20.0,2.6,Uncompliant,216Q
300,,,26.0,4.0,Compliant,216Q
100,,,17.0,2.14,Compliant,Combo2
300,,,25.0,2.85,Uncompliant,216Q
400,,,22.0,3.32,Compliant,161Q
300,,,27.0,3.28,Compliant,216Q
290,,610.0,,3.62,Compliant,105Q
300,,640.0,,3.26,Compliant,216Q
500,,610.0,29.0,3.83,Compliant,171Q
300,,,32.0,3.54,Compliant,216Q
250,,550.0,,2.99,Uncompliant,Combo3
300,,560.0,25.0,3.17,Compliant,121Q
300,,750.0,,4.0,Compliant,216Q
300,,600.0,,4.0,Compliant,216Q
290,,570.0,,2.5,Uncompliant,105Q
400,,,24.0,,Uncompliant,161Q
300,,,,,Uncompliant,216Q
500,,610.0,,3.91,Compliant,171Q
300,,,25.0,3.24,Compliant,216Q
300,,600.0,,3.11,Compliant,216Q
400,,,25.0,3.31,Compliant,161Q
300,,,19.0,3.63,Compliant,216Q
290,,,16.0,3.44,Compliant,105Q
150,15.0,,,3.5,Compliant,Combo1
300,,,17.0,3.55,Compliant,216Q
300,,,21.0,3.62,Compliant,216Q
400,,630.0,,3.86,Compliant,151Q
300,,540.0,23.0,3.63,Compliant,216Q
500,,,24.0,,Uncompliant,171Q
400,40.0,,,3.45,Compliant,161Q
300,40.0,,,3.45,Compliant,216Q
300,,540.0,,2.97,Uncompliant,216Q
400,,,19.0,4.0,Compliant,161Q
400,,,,,Uncompliant,161Q
300,,610.0,,3.84,Compliant,216Q
300,30.0,,22.0,,Compliant,121Q
300,,580.0,23.0,3.74,Compliant,132
300,,,22.0,3.74,Compliant,121Q
290,,450.0,,3.46,Compliant,105Q
300,,590.0,,3.66,Compliant,216Q
300,,620.0,,,Uncompliant,216Q
400,,,24.0,4.0,Compliant,161Q
300,,560.0,,3.77,Compliant,216Q
300,,,27.0,4.0,Compliant,216Q
300,,690.0,,3.98,Compliant,216Q
500,,690.0,,3.98,Compliant,171Q
100,,,17.0,2.82,Compliant,Combo2
300,,610.0,26.0,4.0,Compliant,216Q
300,30.0,,22.0,3.93,Compliant,121Q
500,,,,,Uncompliant,171Q
300,,720.0,,3.5,Compliant,216Q
400,,,24.0,3.84,Compliant,161Q
300,,,29.0,3.85,Compliant,216Q
300,,,19.0,2.9,Uncompliant,216Q
300,,570.0,,4.0,Compliant,216Q
300,,,18.0,4.0,Compliant,216Q
400,,,24.0,3.941,Compliant,161Q
300,,,26.0,3.51,Compliant,216Q
400,,,25.0,3.72,Compliant,161Q
290,,,22.0,3.5,Compliant,105Q
400,,,24.0,3.75,Compliant,161Q
400,,,25.0,,Compliant,161Q
300,30.0,,,3.42,Compliant,121Q
400,,530.0,23.0,3.8,Compliant,161Q
300,,520.0,,3.53,Compliant,216Q
300,,,29.0,4.0,Compliant,216Q
300,,660.0,,3.97,Compliant,216Q
500,,560.0,17.0,3.25,Compliant,165Q
290,,,27.0,4.0,Compliant,105Q
300,,,23.0,2.79,Compliant,121Q
300,,,29.0,3.12,Compliant,216Q
300,,,17.0,2.8,Uncompliant,216Q
500,,,30.0,4.0,Compliant,171Q
300,,,25.0,3.93,Compliant,216Q
100,15.0,,,2.08,Compliant,Combo2
250,,,18.0,3.33,Compliant,Combo3
300,,670.0,,3.49,Compliant,216Q
400,,580.0,,2.72,Uncompliant,161Q
150,,520.0,,3.06,Compliant,Combo1
300,,630.0,,3.87,Compliant,216Q
290,,560.0,,4.0,Compliant,105Q
300,,,21.0,3.79,Compliant,132
300,,590.0,,,Uncompliant,216Q
300,,,23.0,3.49,Compliant,216Q
300,,570.0,,2.68,Compliant,121Q
300,,560.0,,2.26,Compliant,216Q
400,40.0,560.0,,3.4,Compliant,161Q
400,40.0,,,,Compliant,151Q
400,,,22.0,2.67,Uncompliant,161Q
400,,,25.0,3.18,Compliant,161Q
100,,520.0,,3.15,Compliant,Combo2
300,,,20.0,2.85,Uncompliant,216Q
300,,600.0,,3.94,Compliant,216Q
300,,,23.0,3.21,Compliant,121Q
250,,550.0,,3.46,Compliant,Combo3
300,,,23.0,3.85,Compliant,216Q
150,,510.0,,2.49,Compliant,Combo1
300,,,23.0,3.7,Compliant,216Q
400,40.0,,,3.2,Compliant,161Q
500,,560.0,,3.83,Compliant,165Q
300,,630.0,26.0,3.75,Compliant,216Q
400,40.0,,,3.57,Compliant,151Q
400,40.0,,,3.77,Compliant,151Q
150,,440.0,18.0,2.48,Compliant,Combo1
300,,,18.0,3.25,Compliant,216Q
400,,,,,Uncompliant,161Q
500,,,26.0,3.52,Compliant,171Q
300,,,16.0,3.06,Compliant,216Q
400,,510.0,,3.0,Compliant,151Q
300,,,15.0,3.17,Compliant,132
300,,,26.0,3.81,Compliant,216Q
150,,,21.0,2.62,Uncompliant,Combo1
300,,,33.0,4.0,Compliant,216Q
400,,,23.0,,Uncompliant,161Q
300,,590.0,,2.94,Uncompliant,216Q
400,,610.0,27.0,3.43,Compliant,151Q
300,,,24.0,2.83,Compliant,121Q
100,,430.0,,2.53,Compliant,Combo2
100,,,16.0,2.54,Compliant,088
250,,,17.0,,Uncompliant,Combo3
300,,,20.0,,Uncompliant,121Q
300,,530.0,20.0,3.38,Compliant,216Q
400,,,17.0,3.17,Compliant,161Q
400,,,28.0,3.81,Compliant,161Q
400,,520.0,,3.35,Compliant,151Q
300,,,25.0,3.21,Compliant,121Q
500,,,26.0,3.4,Compliant,171Q
300,,560.0,,2.5,Compliant,216Q
150,,,20.0,2.73,Compliant,090
400,,,21.0,2.8,Uncompliant,161Q
400,,,26.0,3.39,Compliant,161Q
300,,,19.0,3.85,Compliant,216Q
400,,,28.0,2.5,Uncompliant,161Q
300,,,26.0,3.57,Compliant,216Q
500,,,36.0,4.0,Compliant,171Q
400,,,,,Uncompliant,161Q
300,,640.0,23.0,3.79,Compliant,216Q
300,,,25.0,3.51,Compliant,216Q
400,,,28.0,,Uncompliant,161Q
300,,,,3.45,Compliant,216Q
400,,510.0,,2.89,Uncompliant,161Q
300,,,28.0,,Uncompliant,216Q
300,40.0,,22.0,3.91,Compliant,216Q
300,,710.0,35.0,4.0,Compliant,216Q
300,,,18.0,3.16,Compliant,216Q
400,,,24.0,3.5,Compliant,161Q
290,,,27.0,3.97,Compliant,105Q
300,,560.0,23.0,3.13,Compliant,216Q
300,,,29.0,3.6,Compliant,216Q
400,,,18.0,3.71,Compliant,161Q
400,,540.0,,3.7,Compliant,161Q
300,30.0,,,2.5,Compliant,121Q
300,,,25.0,3.95,Compliant,216Q
300,,670.0,,,Uncompliant,216Q
500,,,20.0,3.89,Compliant,171Q
400,,,27.0,3.96,Compliant,161Q
150,,,20.0,2.72,Compliant,Combo1
150,,500.0,16.0,3.03,Compliant,Combo1
400,,510.0,,2.86,Uncompliant,161Q
300,,540.0,,4.0,Compliant,121Q
400,,480.0,,3.61,Compliant,161Q
100,,,,3.17,Compliant,088
300,,,14.0,3.33,Compliant,216Q
300,30.0,,,3.65,Compliant,121Q
500,,,22.0,3.21,Compliant,171Q
300,25.0,470.0,17.0,3.63,Compliant,121Q
300,,660.0,25.0,3.48,Compliant,216Q
300,,,17.0,1.9,Uncompliant,216Q
250,,530.0,,2.6,Compliant,Combo3
500,,,25.0,3.43,Compliant,171Q
100,10.0,,,1.77,Compliant,Combo2
300,40.0,,,3.68,Compliant,216Q
100,,,,3.13,Compliant,Combo2
300,,,24.0,3.66,Compliant,216Q
400,,,,,Uncompliant,161Q
300,40.0,,,,Compliant,121Q
400,,,,,Uncompliant,161Q
500,,670.0,25.0,2.76,Uncompliant,171Q
300,,,23.0,2.8,Compliant,121Q
300,,,26.0,3.64,Compliant,216Q
300,,,17.0,2.7,Uncompliant,216Q
300,,,33.0,4.0,Compliant,216Q
300,,,,,Uncompliant,216Q
400,,,16.0,2.86,Uncompliant,161Q
300,,,17.0,2.2,Uncompliant,121Q
300,,,18.0,2.5,Uncompliant,132
290,,,24.0,3.2,Compliant,105Q
300,,,25.0,,Uncompliant,216Q
300,,,21.0,3.65,Compliant,216Q
300,,,24.0,3.58,Compliant,121Q
150,,,26.0,,Uncompliant,Combo1
400,,560.0,,2.91,Uncompliant,161Q
250,,,24.0,,Uncompliant,Combo3
400,,500.0,,2.92,Uncompliant,161Q
300,30.0,,22.0,,Compliant,121Q
290,,,18.0,3.64,Compliant,105Q
400,,630.0,,3.2,Compliant,151Q
300,,,21.0,3.74,Compliant,216Q
400,,560.0,,2.45,Uncompliant,151Q
400,,,25.0,2.77,Compliant,161Q
400,,,27.0,3.56,Compliant,161Q
300,,,20.0,3.28,Compliant,216Q
300,,,21.0,2.45,Uncompliant,216Q
290,,,24.0,3.59,Compliant,105Q
300,,,29.0,3.99,Compliant,216Q
300,,,25.0,3.5,Compliant,216Q
300,,560.0,,2.83,Compliant,121Q
300,40.0,,,2.02,Compliant,216Q
400,,490.0,,2.91,Uncompliant,161Q
300,,490.0,,3.0,Compliant,216Q
300,,,25.0,3.75,Compliant,216Q
400,,,22.0,2.43,Uncompliant,161Q
250,30.0,,,3.04,Compliant,Combo3
290,30.0,,,,Compliant,105Q
300,,560.0,,2.93,Compliant,216Q
500,,,30.0,3.48,Compliant,171Q
290,,580.0,26.0,3.53,Compliant,105Q
300,,580.0,,3.13,Compliant,216Q
300,,530.0,23.0,3.61,Compliant,216Q
400,,,34.0,4.0,Compliant,161Q
400,,,20.0,2.79,Uncompliant,161Q
400,,520.0,,3.35,Compliant,161Q
400,,590.0,,,Compliant,161Q
300,,,17.0,3.42,Compliant,216Q
300,,430.0,,3.02,Compliant,216Q
300,,,26.0,4.0,Compliant,216Q
300,,550.0,,4.0,Compliant,216Q
400,,560.0,20.0,,Uncompliant,161Q
300,,,,,Uncompliant,216Q
300,30.0,,,3.0,Compliant,121Q
300,,,31.0,4.0,Compliant,216Q
400,,,24.0,3.7,Compliant,151Q
150,,,16.0,3.85,Compliant,Combo1
400,,,29.0,4.0,Compliant,161Q
300,25.0,,,3.5,Compliant,121Q
400,,500.0,18.0,3.0,Compliant,161Q
500,,,26.0,4.0,Compliant,171Q
300,,460.0,,3.91,Compliant,216Q
400,,,26.0,3.51,Compliant,161Q
400,30.0,,26.0,4.0,Compliant,151Q
250,15.0,,20.0,2.93,Uncompliant,Combo3
300,30.0,,23.0,4.0,Compliant,121Q
400,,,28.0,4.0,Compliant,151Q
300,,,24.0,3.22,Compliant,121Q
400,,,16.0,2.23,Uncompliant,151Q
400,40.0,,23.0,3.67,Compliant,151Q
400,,560.0,,3.49,Compliant,151Q
400,,,26.0,3.98,Compliant,161Q
400,40.0,,,,Compliant,151Q
300,,590.0,,3.2,Compliant,121Q
150,,,18.0,2.91,Compliant,090
400,,450.0,,3.48,Compliant,161Q
400,,,16.0,2.93,Uncompliant,161Q
400,,,23.0,3.34,Compliant,161Q
300,,,21.0,3.97,Compliant,216Q
300,,680.0,,3.21,Compliant,216Q
400,,600.0,,3.11,Compliant,161Q
300,,,30.0,3.64,Compliant,216Q
400,,,16.0,2.8,Uncompliant,161Q
300,25.0,,21.0,,Uncompliant,121Q
400,,,21.0,3.11,Compliant,161Q
300,,,27.0,4.0,Compliant,216Q
300,,640.0,,2.56,Uncompliant,216Q
300,,,21.0,,Uncompliant,216Q
290,,560.0,24.0,3.93,Compliant,105Q
300,,510.0,,3.25,Compliant,216Q
290,30.0,,,,Compliant,105Q
150,,,20.0,3.89,Compliant,Combo1
400,,530.0,24.0,3.43,Compliant,161Q
300,,520.0,19.0,3.08,Compliant,132
300,,,23.0,2.6,Compliant,216Q
400,,,15.0,,Uncompliant,161Q
300,,600.0,26.0,3.43,Compliant,216Q
300,30.0,,,2.6,Compliant,121Q
150,,480.0,,3.33,Compliant,Combo1
400,,,,2.43,Uncompliant,151Q
300,,,,2.5,Uncompliant,121Q
400,,600.0,,2.668,Compliant,161Q
300,,,18.0,3.7,Compliant,132
400,,,24.0,3.05,Compliant,161Q
400,,610.0,23.0,3.52,Compliant,151Q
300,,,23.0,3.97,Compliant,216Q
300,,,21.0,3.66,Compliant,121Q
400,,600.0,,3.42,Compliant,161Q
500,,690.0,,4.0,Compliant,171Q
300,,,,,Uncompliant,216Q
300,,,26.0,3.33,Compliant,216Q
300,,560.0,23.0,3.91,Compliant,216Q
300,,530.0,,3.45,Compliant,121Q
300,,530.0,,2.96,Uncompliant,216Q
300,,,35.0,4.0,Compliant,216Q
300,,560.0,18.0,2.98,Compliant,216Q
290,,600.0,,3.63,Compliant,105Q
300,,,25.0,3.58,Compliant,121Q
300,,620.0,,3.16,Compliant,216Q
300,,640.0,26.0,3.93,Compliant,216Q
300,,680.0,,3.94,Compliant,216Q
300,,580.0,,3.24,Compliant,216Q
300,,,26.0,3.84,Compliant,121Q
300,,650.0,,4.0,Compliant,216Q
300,,560.0,,4.0,Compliant,121Q
500,,,28.0,3.62,Compliant,171Q
500,,690.0,,3.6,Compliant,171Q
300,,,27.0,3.44,Compliant,216Q
400,,590.0,25.0,3.2,Compliant,161Q
400,40.0,,22.0,3.79,Compliant,161Q
300,,,28.0,3.95,Compliant,216Q
250,,550.0,,2.8,Uncompliant,Combo3
300,30.0,580.0,,3.6,Compliant,121Q
150,,500.0,,3.15,Compliant,Combo1
500,,560.0,27.0,4.0,Compliant,171Q
400,,570.0,24.0,3.86,Compliant,161Q
300,,680.0,31.0,3.85,Compliant,132
300,,740.0,31.0,4.0,Compliant,216Q
300,,590.0,,3.76,Compliant,216Q
300,,,29.0,3.6,Compliant,216Q
400,,,28.0,,Uncompliant,161Q
400,,610.0,,3.11,Compliant,151Q
300,,530.0,,3.83,Compliant,216Q
400,,510.0,,3.61,Compliant,161Q
500,,,22.0,4.0,Compliant,171Q
300,,620.0,,3.69,Compliant,216Q
250,,530.0,,,Compliant,Combo3
300,,,29.0,2.82,Uncompliant,216Q
400,,,23.0,3.3,Compliant,161Q
300,,530.0,20.0,3.53,Compliant,216Q
400,,550.0,,3.08,Compliant,151Q
300,,,21.0,3.85,Compliant,216Q
300,,620.0,,3.94,Compliant,216Q
500,,600.0,,2.82,Uncompliant,165Q
300,,800.0,,4.0,Compliant,216Q
400,,550.0,,3.92,Compliant,161Q
250,,510.0,18.0,3.68,Compliant,Combo3
300,,540.0,,3.8,Compliant,121Q
500,,570.0,22.0,,Uncompliant,171Q
400,,690.0,29.0,3.95,Compliant,161Q
300,,540.0,,3.47,Compliant,121Q
400,,,,,Uncompliant,161Q
300,,570.0,26.0,3.42,Compliant,216Q
400,40.0,630.0,,3.44,Compliant,151Q
300,,510.0,,3.33,Compliant,216Q
300,,,25.0,3.75,Compliant,216Q
290,,,16.0,3.82,Compliant,105Q
300,,570.0,23.0,,Compliant,121Q
300,,,25.0,3.51,Compliant,216Q
300,,620.0,,4.0,Compliant,216Q
300,,580.0,,3.0,Compliant,121Q
400,,,21.0,3.51,Compliant,161Q
400,,,30.0,4.0,Compliant,161Q
400,,670.0,26.0,3.95,Compliant,161Q
300,,,27.0,3.13,Compliant,216Q
300,,550.0,19.0,3.9,Compliant,216Q
300,,,26.0,3.47,Compliant,216Q
500,,630.0,,4.0,Compliant,171Q
300,,,18.0,3.07,Compliant,216Q
300,,,31.0,4.0,Compliant,216Q
400,,,20.0,2.51,Uncompliant,161Q
300,,440.0,,3.33,Compliant,121Q
150,,,,,Uncompliant,090
250,,,19.0,2.7,Uncompliant,Combo3
500,,710.0,32.0,3.98,Compliant,171Q
300,,560.0,,,Compliant,121Q
150,,520.0,,3.61,Compliant,Combo1
500,,,27.0,2.56,Compliant,171Q
290,,,25.0,2.84,Uncompliant,105Q
500,,560.0,24.0,3.43,Compliant,165Q
300,,610.0,28.0,3.65,Compliant,121Q
150,,,17.0,2.85,Compliant,Combo1
300,40.0,540.0,,,Compliant,121Q
250,,,21.0,2.96,Compliant,Combo3
300,,530.0,,,Uncompliant,216Q
300,,650.0,,3.5,Compliant,216Q
300,,680.0,,4.0,Compliant,121Q
100,,440.0,,,Compliant,Combo2
300,,590.0,25.0,3.4,Compliant,216Q
300,,,22.0,2.59,Uncompliant,216Q
400,,540.0,,3.24,Compliant,161Q
250,,,,3.24,Compliant,Combo3
250,,490.0,,3.3,Compliant,Combo3
500,40.0,,,,Uncompliant,171Q
300,,,25.0,3.6,Compliant,216Q
400,,,17.0,2.98,Uncompliant,161Q
500,,630.0,27.0,3.13,Compliant,171Q
300,,,,,Uncompliant,216Q
300,,,15.0,3.81,Compliant,216Q
500,,,18.0,2.92,Uncompliant,171Q
400,,,25.0,3.77,Compliant,161Q
150,,,16.0,3.31,Compliant,Combo1
400,40.0,,23.0,3.15,Compliant,151Q
400,,,25.0,2.46,Compliant,151Q
300,,,24.0,,Compliant,121Q
300,,,18.0,3.32,Compliant,216Q
300,,,23.0,,Compliant,121Q
150,,,19.0,2.47,Compliant,Combo1
400,,,17.0,2.47,Uncompliant,161Q
400,,,26.0,3.22,Compliant,161Q
